4062861,4088916:4085373:4225122:4054555:4066844:4056381:4057731:4092692:4227128:4054073:4072156:4063613
4063475,4076725:4061064
4063570,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4061206:4054852:4062774
4063613,4829791:4088916:4062861:4051059:4065649:4085373:4054555:4066844:4097588:4056381:4057731:4092692:4054073:4088704:4072156
4063619,4829791:4069553:4088146:4085336:4051059:4091058:4830768:4064310:4083004:4067623:4829861:4054555:4096645:4830707:4097588:4056381:4057731:4088704:4085311:4831176
4063765,4049979:4067994:4095415:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4069243:4072130:4076842:4061206:4054852:4062774:4083846:4055650
4063926,4060791:4058061:4152888:7259777:4150769:4148526:4066437:4093048:4157193:4072271:4090470:4088360:4080193:4074452:4085771:4079423
4064006,4065302:4061064:4062824
4064310,4063619:4830198:4081914:4069553:4088146:4085336:4051059:4091058:4830768:4083004:4067623:4829861:4054555:7260270:4096645:4055139:4830707:4097588:4056381:4057731
4064548,4057835:4066449:4830455:4081671:4058198:4096404:4066065:4070806:4077143:4090700:4050655:4055815:4061466:4073504
4064598,4092788:4829843:4092671:4055045:4058027:4072814:4830687:4091923:4076066:4061602:4086637
4064664,4094455:4080555:4061586:4067840:4829885:4085739:4076358:4053823
4064840,4076598:4084888:4440397:4427569:4093753:4061234:4436743:4093399:4054996:4449532:4428663:4425816:4429718:4046319:4084324:4430749:4058262:4429484:4449994
4065029,4049979:4067994:4095415:4048023:4067927:8605041:4078646:4094212:4054378:4068446:4063765:4082589:4069243:4072130:4076842:4061206:4054852:4062774:4083846:4055650
4065034,4049979:4067994:4095415:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4069659:4063765:4069243:4072130:4061206:4062774:4083846:4055650
4065282,4058662:4074673:4060991:4077349:4094997
4065302,4073985:4093050:4064006:4062824:4077283:4066661
4065475,4069458:4093488
4065524,4065965:4098161:4061586:4065830:4053671:4095392:4092267:4065731:4046499
4065552,4165519:4061234:4062644:4081696:4086363:4084324:4073897:4060381:4058262
4065649,4829791:4051059:4830455:4079630:4097588:4056381:4057731:4088704:4050655:4081904:4063613
4065731,4087313:4065965:4098161:4065830:4085521:4065524:4082869:4046499:4073357
4065830,4087313:4065965:4098161:4065524:4053671:4065731:4082869:4059162:4046499:4073357
4065965,4098161:4065830:4085521:4065524:4092267:4065731:4082869:4046499
4066065,8605041:4057835:4830455:4081671:4096404:4070806:4064548:4077143:4090700:4050655:4055815:4061466:4073504
4066335,4049979:4067994:4095415:4829762:4067927:4082569:4078646:4094212:4054378:4066811:4092788:4092671:4082589:4069243:4072130:4076842:4053050:4054852:4075692:4071488
4066437,4059102:4060791:4081936:4058061:7259777:4063926:4150769:4148526:4093048:4075984:4157193:4070997:4072271:4090470:4088360:4057320:4080193:4074452:4085771:4057139
4066449,4058553:4074267:4830668:4057835:4058198:4077329:4084883:4064548:4094048:7260623:4061466:4062523
4066463,4068590:4058553:4074267:4830668:4621915:4075854:4076982:4066686:4084883:4647992:4608615:7260623:4079916:4081904:4602982:4830504
4066661,4076784:4084796:4076239:4065302:4093050:4062824:4056837:4077283
4066686,4068590:4074267:4830668:4621915:4075854:4076982:4066463:4647992:4608615:7260623:4079916:4081904:4602982:4830504
4066716,4059102:4081936:4058061:4183363:7259777:4829449:4093048:4075984:4070997:4830684:4072271:4090470:4057320:4080193:4074452:4096678:4085771:4057139:4195809
4066793,4830198:4081914:4069553:4088146:4083004:4829861:7260270:4225658:4096645:4055139:4072814:4183899:4052824:4211143:4078898:4081197:4184962:4096712
4066811,4049979:4067994:4095415:4829762:4048023:4067927:4082569:4078646:4054378:4068446:4063765:4069243:4072130:4053050:4061206:4054852:4062774:4083846:4075692:4063570
4066844,4088916:4062861:4085373:4051774:4227012:4091859:4092692:4063613
4067623,4063619:4830198:4069553:4088146:4085336:4051059:4091058:4830768:4064310:4083004:4829861:4054555:7260270:4096645:4055139:4830707:4097588:4056381:4057731:4054073
4067840,4094455:4080555:4077349:4071540:4051971:4064664:4056017:4095294:4098518:4096956:4080395
4067862,4076784:4084796:4076239:4055577:4097257:4083414:4074568:4050879:4828090:4056837:4058543:4060176:4086637
4067927,4049979:4067994:4095415:4829762:4048023:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4053050:4061206:4054852:4062774
4067994,4049979:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4053050:4061206:4054852:4062774
4068446,4049979:4067994:4095415:4829762:4048023:4067927:4082569:4078646:4094212:4054378:4066811:4063765:4069243:4061206:4054852:4062774:4083846:4075692:4063570:4071488
4068506,4830796:4204230:4081644:4095186:4071763:4086285:4090684:4230259:4071267:4216049:4198912:4053318
4068590,4058553:4074267:4830668:4075854:4076982:4066463:4066686:4079630:4084883:4647992:7260623:4079916:4081904:4602982:4830504
4068933,4049979:4067994:4095415:4829762:4048023:4067927:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4053050:4061206:4054852:4062774
4069210,4094163:4094975:4055696:4052177:4055879
4069243,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4082589:4072130:4076842:4061206:4054852:4062774
4069458,4065475:4054818
4069553,4063619:4830198:4081914:4088146:4085336:4091058:4072767:4830768:4064310:4083004:4067623:4829861:4054555:4066793:7260270:4096645:4055139:4052824:4085311:4831176
4069659,4829588:4092333:4065034:4056920:4059070:4053671:4051955:4047827:4059162
4069722,4829762:4082569:4066811:4053050:4055577:4076771:4051669:4056427:4054566:4093619:4098110:4074568:4061602:4096956:4089549
4070786,4062577:4059870:4078964:4089536:4094484:7260216:4638201:4086921:4093897:4073357
4070806,4049979:4067994:4095415:4067927:8605041:4078646:4094212:4054378:4068446:4063765:4069243:4072130:4076842:4061206:4062774:4083846:4055650:4063570:4071488:4083697
4070997,4059102:4081936:4058061:4183363:7259777:4066716:4829449:4066437:4093048:4075984:4157193:4830684:4163248:4072271:4090470:4057320:4080193:4074452:4096678:4085771
4071262,4188985:4830796:4082866:4081644:4190434:4095186:4090684:4198912
4071267,4830796:4204230:4081644:4095186:4071763:4086285:4230259:4058027:4068506:4053318
4071488,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4082589:4069243:4072130:4076842:4053050:4061206
4071540,4049979:4094455:4067994:4095415:4829762:4048023:4067927:4080555:4082569:4066811:4068446:4053050:4061206:4062774:4083846:4076771:4075977:4051669:4829588:4067840
4071763,4830796:4204230:4081644:4095186:4086285:4090684:4230259:4071267:4068506:4216049:4198912
4072130,4049979:4067994:4095415:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4063765:4082589:4069243:4076842:4061206:4054852:4062774:4083846:4055650
4072156,4063619:4062861:4069553:4085336:4051059:4091058:4830768:4064310:4085373:4083004:4067623:4054555:4097588:4056381:4057731:4054073:4088704:4831176:4186741:4063613
4072271,4059102:4060791:4081936:4058061:7259777:4066716:4063926:4828081:4066437:4093048:4075984:4070997:4090470:4088360:4080193:4074452:4085771:4079423
4072752,4058662:4094997
4072767,4830198:4081914:4092788:4082589:4069553:4072130:4076842:4088146:4085336:4091058:4074599:4091542:4830478:4829861:4081166:7260270:4096645:4055139:4830707:4086224
4072814,4830198:4081914:4092788:4086285:4066793:7260270:4055139:4830687:4052824:4064598:4078898:4096712
4072842,4049979:4067994:4095415:4829762:4048023:4067927:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4053050:4061206:4054852:4062774:4083846
4073357,4062577:4059870:4078964:4087313:4089536:4094484:4065830:4077329:7260216:4065731:4082869:4070786:4093897:4046499:4054866
4073383,4058662:4060991:4098776:7260435
4073504,8605041:4094212:4054378:4057835:4063765:4072130:4076842:4055650:4063570:4083697:4081671:4092970:4065029:4074599:4091542:4077867:4830478:4054593:4081166:4096404
4073897,4076598:4149956:4084888:4058219:4093753:4061234:4062644:4088628:4065552:4046255:4091136:4088737:4093399:4054996:4081696:4086363:4084324:4057531:4060381
4073985,4094163:4065302:4828081:4052177:4093050:4062824
4074267,4068590:4058553:4830668:4066449:4075854:4076982:4066463:4066686:4079630:4084883:4094048:7260623:4079916:4081904:4061466:4602982:4830504:4062523
4074452,4059102:4060791:4081936:4058061:7259777:4066716:4063926:4150769:4148526:4066437:4093048:4075984:4157193:4070997:4830684:4163248:4072271:4090470:4057320:4080193
4074568,4076784:4084796:4076239:4055577:4097257:4083414:4067862:4069722:4093619:4050879:4828090:4056837:4058543:4060176:4086637
4074599,4049979:4095415:4067927:8605041:4078646:4094212:4054378:4063765:4082589:4069243:4072130:4076842:4054852:4062774:4055650:4075692:4063570:4071488:4083697:4051894
4074673,4089114:4051669:4095213:4054566:7260110:4065282:4094997
4075692,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4053050:4061206:4054852
4075854,4068590:4074267:4830668:4621915:4076982:4066463:4066686:4079630:4647992:4608615:7260623:4079916:4081904:4602982:4830504
4075977,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4061206:4054852:4062774
4075984,4059102:4060791:4081936:4058061:7259777:4066716:4829449:4066437:4093048:4157193:4070997:4830684:4072271:4090470:4057320:4080193:4074452:4096678:4085771:4057139
4076066,4092788:4829843:4092671:4054852:4055045:4056427:4830687:4095522:4098110:4091923:4066335:4064598:4061602:4097211:4095288:4089549:4086637
4076239,4076784:4084796:4097257:4083073:4083414:4067862:4074568:4050879:4828090:4056837:4058543:4060176:4066661
4076358,4422442:4061586:4438307:4095392:4092267:4064664:4085739:7260063:4420288:4053823
4076468,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4061206:4054852:4062774:4083846
4076598,4084888:4058219:4093753:4061234:4088628:4046255:4091136:4088737:4093399:4054996:4086363:4064840:4046319:4084324:4057531:4073897
4076725,4061064:4063475
4076771,4067994:4095415:4829762:4048023:4067927:4082569:4066811:4068446:4053050:4054852:4075692:4055577:4071488:4051894:4075977:4051669:4056427:4047198:4054566:4069722
4076784,4084796:4076239:4097257:4083073:4083414:4067862:4074568:4050879:4828090:4056837:4058543:4077283:4060176:4066661
4076842,4049979:4067994:4095415:4067927:8605041:4078646:4094212:4054378:4092788:4063765:4082589:4069243:4072130:4061206:4054852:4062774:4055650:4075692:4063570:4071488
4076982,4068590:4074267:4621915:4075854:4066463:4066686:4079630:4647992:4608615:7260623:4079916:4081904:4602982:4830504
4077143,4049979:4067994:4095415:4048023:4067927:8605041:4078646:4094212:4054378:4068446:4063765:4069243:4072130:4076842:4061206:4062774:4083846:4055650:4075692:4063570
4077283,4076784:4084796:4089114:4065302:7260110:4062824:4066661
4077329,4058553:4066449:4087313:4058198:4084883:4094048:4061466:4086921:4082869:4093897:4059162:4062523:4073357
4077349,4094455:4080555:4067840:4060991:4065282:4051971:4056017:4095294
4077867,4049979:4067994:4095415:4048023:4067927:8605041:4078646:4094212:4054378:4068446:4063765:4069243:4072130:4076842:4061206:4062774:4083846:4055650:4075692:4063570
4078348,4084888:4088628:4046255:4088737:4054996:4055535:4057531
4078646,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4076842:4061206:4054852:4062774:4083846
4078898,4830198:4081914:4092788:4082589:4069553:4088146:4072767:4829861:4066793:7260270:4096645:4055139:4072814:4086224:4830687:4052824:4085311:4081197
4078964,4062577:4059870:4087313:4089536:4094484:7260216:4086921:4070786:4093897:4054866:4073357
4079423,4060791:4081936:4081683:4058061:7259777:4063926:4828081:4066437:4075984:4072271:4052177:4088360:4080193
4079630,4068590:4074267:4829791:4088916:4065649:4830455:4075854:4076982:7260623:4081904
4079916,4068590:4074267:4621915:4075854:4076982:4066463:4066686:4647992:4608615:7260623:4081904:4602982:4830504
4080193,4059102:4060791:4081936:4058061:7259777:4066716:4063926:4066437:4093048:4075984:4070997:4830684:4072271:4090470:4057320:4074452:4096678:4055879:4085771:4079423
4080395,4094455:4067994:4829762:4048023:4080555:4082569:4066811:4068446:4053050:4061206:4083846:4076771:4075977:4051669:4067840:4047198:4054566:4068933:4072842:4071540
4080555,4094455:4067840:4077349:4071540:4051971:4064664:4056017:4095294:4098518:4080395
4081166,4049979:8605041:4078646:4094212:4054378:4092788:4063765:4082589:4069243:4072130:4076842:4055650:4075692:4063570:4071488:4083697:4051894:4081671:4092970:4072767
4081197,4063619:4830198:4081914:4092788:4082589:4069553:4088146:4085336:4091058:4072767:4830768:4064310:4083004:4067623:4829861:4081166:4066793:7260270:4096645:4055139
4081644,4188985:4830796:4082866:4094490:4095186:4071763:4090684:4230259:4058027:4071262:4071267:4068506:4053318
4081671,8605041:4094212:4054378:4076842:4055650:4085336:4051059:4830455:4083697:4830768:4065029:4074599:4091542:4830478:4054593:4081166:4096404:4066065:4070806:4064548
4081683,4060791:4830099:4828081:4062568:4088360:4079423
4081696,4154047:4168228:4155017:4149956:4147290:4148803:4177908:4154489:4165519:4061234:4062644:4177465:4156975:4065552:4157634:4086363:4157095:4084324:4073897:4060381
4081904,4068590:4074267:4088916:4065649:4830455:4075854:4076982:4066463:4066686:4079630:4084883:7260623:4079916
4081914,4830198:4092788:4069553:4088146:4091058:4072767:4064310:4083004:4829861:4066793:7260270:4096645:4055139:4072814:4086224:4830687:4052824:4085311:4078898:4081197
4081936,4059102:4060791:4058061:7259777:4066716:4828081:4829449:4066437:4093048:4075984:4070997:4072271:4052177:4090470:4080193:4074452:4096678:4055879:4085771:4079423
4082569,4049979:4067994:4095415:4829762:4048023:4067927:4078646:4094212:4066811:4068446:4063765:4069243:4072130:4053050:4061206:4054852:4062774:4083846:4075692:4063570
4082589,8605041:4094212:4054378:4092788:4069243:4072130:4076842:4055650:4071488:4083697:4051894:4072767:4065029:4055045:4074599:4091542:4830478:4054593:4081166:7260270
4082866,4188985:4081644:4190434:4090684:4071262:4198912
4082869,4087313:4065965:4065830:4077329:4085521:4065731:4059162:4046499:4073357
4083004,4063619:4830198:4081914:4069553:4088146:4186955:4085336:4091058:4064310:4067623:4829861:4054555:4066793:7260270:4225658:4096645:4055139:4054073:4831176:4186741
4083073,4076784:4084796:4076239:4094490:4097257:4092853:4094975:4093050:4050879:4828090:4056837:4060176
4083414,4076784:4084796:4076239:4055577:4097257:4067862:4074568:4050879:4828090:4056837:4058543:4060176:4086637
4083697,4049979:4067994:4095415:4048023:4067927:8605041:4078646:4094212:4054378:4068446:4063765:4082589:4069243:4072130:4076842:4061206:4054852:4062774:4083846:4055650
4083846,4049979:4067994:4095415:4829762:4048023:4067927:8605041:4082569:4078646:4094212:4054378:4066811:4068446:4063765:4069243:4072130:4061206:4054852:4062774:4075692
4084324,4076598:4084888:4058219:4093753:4061234:4062644:4088628:4065552:4091136:4093399:4054996:4081696:4086363:4064840:4046319:4073897:4060381:4058262
4084796,4076784:4076239:4097257:4083073:4083414:4067862:4074568:4050879:4828090:4056837:4058543:4077283:4066661
4084883,4068590:4058553:4074267:4830668:4057835:4066449:4058198:4066463:4077329:4094048:7260623:4081904:4061466:4062523
